Jumlah Keluar,Catatan,Waktu,Harga Jual,Total,Nama Barang,SKU
1,Pesanan ID-20170611-804441,2017-06-11 03:16:36 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170611-804441,2017-06-11 03:16:36 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170611-693855,2017-06-11 02:45:57 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170611-693855,2017-06-11 02:45:57 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170611-521577,2017-06-11 02:16:38 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170611-206576,2017-06-11 01:33:41 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20170611-325607,2017-06-11 00:06:26 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170611-325607,2017-06-11 00:06:26 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-062851,2017-06-10 23:05:57 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-644266,2017-06-10 22:40:41 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-412676,2017-06-10 16:39:42 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-013263,2017-06-10 15:55:51 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170610-035558,2017-06-10 15:44:01 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170610-088512,2017-06-10 15:31:21 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-566685,2017-06-10 14:09:25 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-566685,2017-06-10 14:09:25 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170610-764416,2017-06-10 13:27:36 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-764416,2017-06-10 13:27:36 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-345564,2017-06-10 12:56:45 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170610-727442,2017-06-10 12:27:40 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20170610-643384,2017-06-10 11:56:53 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170610-781304,2017-06-10 11:20:35 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-616335,2017-06-10 10:34:43 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170610-005323,2017-06-10 09:19:49 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-441171,2017-06-10 08:32:14 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-441171,2017-06-10 08:32:14 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-891361,2017-06-10 07:46:28 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-891361,2017-06-10 07:46:28 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170610-825504,2017-06-10 06:40:24 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170610-825504,2017-06-10 06:40:24 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20170610-890507,2017-06-10 06:35:28 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170610-090201,2017-06-10 05:24:21 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170610-481108,2017-06-10 04:38:16 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170610-481108,2017-06-10 04:38:16 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-790660,2017-06-10 04:37:17 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170610-691187,2017-06-10 04:26:18 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170610-691187,2017-06-10 04:26:18 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170610-073283,2017-06-10 03:04:59 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170609-791013,2017-06-10 01:26:28 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170609-228415,2017-06-09 23:44:33 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170609-960276,2017-06-09 22:46:12 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170609-698327,2017-06-09 22:16:29 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170609-075102,2017-06-09 21:07:01 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170609-075102,2017-06-09 21:07:01 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170609-423281,2017-06-09 20:36:29 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170609-360803,2017-06-09 19:46:34 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170609-595066,2017-06-09 18:10:38 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170609-607841,2017-06-09 16:26:15 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170609-868655,2017-06-09 15:20:59 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170609-868655,2017-06-09 15:20:59 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170609-421834,2017-06-09 14:16:35 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170609-421834,2017-06-09 14:16:35 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170609-668106,2017-06-09 13:37:43 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170609-423215,2017-06-09 13:16:34 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170609-377167,2017-06-09 13:10:07 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170609-161335,2017-06-09 10:30:14 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170609-161335,2017-06-09 10:30:14 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170609-107163,2017-06-09 08:37:39 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170609-835615,2017-06-09 07:43:49 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170609-610728,2017-06-09 06:16:11 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170609-610728,2017-06-09 06:16:11 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170609-104588,2017-06-09 05:48:08 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170609-104588,2017-06-09 05:48:08 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170609-796352,2017-06-09 05:12:49 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170609-088153,2017-06-09 00:51:44 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170609-088153,2017-06-09 00:51:44 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170609-088052,2017-06-09 00:29:49 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170608-036478,2017-06-08 22:17:17 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170608-038482,2017-06-08 16:11:36 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170608-121571,2017-06-08 14:12:39 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170608-121571,2017-06-08 14:12:39 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170608-381075,2017-06-08 14:11:53 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170608-885683,2017-06-08 14:08:34 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20170608-978358,2017-06-08 14:05:50 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170608-200721,2017-06-08 13:17:11 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170608-717850,2017-06-08 12:38:55 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170608-688650,2017-06-08 11:35:17 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170608-710344,2017-06-08 10:37:30 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170608-734263,2017-06-08 07:46:25 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20170608-734263,2017-06-08 07:46:25 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170608-466760,2017-06-08 07:27:22 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170608-466760,2017-06-08 07:27:22 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170608-747804,2017-06-08 06:45:00 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170608-851401,2017-06-08 06:42:11 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170608-020217,2017-06-08 05:00:08 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170608-020217,2017-06-08 05:00:08 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170608-322607,2017-06-08 04:01:39 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170608-322607,2017-06-08 04:01:39 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170608-216343,2017-06-08 02:24:26 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170608-216343,2017-06-08 02:24:26 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170607-235541,2017-06-07 22:14:06 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170607-061534,2017-06-07 16:06:26 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170607-061534,2017-06-07 16:06:26 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170607-936405,2017-06-07 15:38:10 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170607-165077,2017-06-07 14:18:57 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170607-500001,2017-06-07 13:28:51 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170607-108468,2017-06-07 06:20:06 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170607-108468,2017-06-07 06:20:06 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170607-538466,2017-06-07 01:28:24 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170607-564762,2017-06-07 00:19:44 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170606-935731,2017-06-06 16:49:26 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170606-935731,2017-06-06 16:49:26 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170606-274625,2017-06-06 15:45:39 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170606-274625,2017-06-06 15:45:39 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170606-076818,2017-06-06 15:00:17 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (XL,Navy)",SSI-D00864614-XL-NAV
1,Pesanan ID-20170606-850257,2017-06-06 13:57:13 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170606-238758,2017-06-06 13:02:06 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170606-824827,2017-06-06 08:16:21 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170606-067837,2017-06-06 07:29:23 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170606-863252,2017-06-06 04:25:24 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20170606-127353,2017-06-06 03:57:34 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170605-858350,2017-06-05 22:37:51 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (S,Navy)",SSI-D00864652-SS-NAV
1,Pesanan ID-20170605-858350,2017-06-05 22:37:51 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXL,Black)",SSI-D01037822-XX-BLA
1,Pesanan ID-20170605-263426,2017-06-05 22:27:17 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170605-961176,2017-06-05 17:44:44 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170605-692358,2017-06-05 15:49:03 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170605-894832,2017-06-05 14:58:54 +0000 UTC,130000,130000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170605-920326,2017-06-05 12:25:47 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Pesanan ID-20170605-920326,2017-06-05 12:25:47 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170605-973686,2017-06-05 12:06:49 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170605-716545,2017-06-05 07:42:34 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170605-985107,2017-06-05 06:28:34 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170605-985107,2017-06-05 06:28:34 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170605-962824,2017-06-05 04:49:36 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170605-251518,2017-06-05 01:07:49 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20170605-251518,2017-06-05 01:07:49 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-191473,2017-06-04 20:15:25 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-191473,2017-06-04 20:15:25 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-806340,2017-06-04 17:05:49 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170604-155134,2017-06-04 13:04:06 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-155134,2017-06-04 13:04:06 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-083148,2017-06-04 08:09:06 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170604-083148,2017-06-04 08:09:06 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170604-617187,2017-06-04 06:37:42 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20170604-617187,2017-06-04 06:37:42 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-007757,2017-06-04 02:53:28 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-007757,2017-06-04 02:53:28 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170604-352124,2017-06-04 02:36:18 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170603-772655,2017-06-03 20:07:08 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170603-772655,2017-06-03 20:07:08 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Sample Barang,2017-06-03 14:04:48 +0000 UTC,0,0,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Sample Barang,2017-06-03 14:04:48 +0000 UTC,0,0,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20170603-941677,2017-06-03 12:43:57 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170602-942305,2017-06-03 04:11:33 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170602-783475,2017-06-02 23:35:19 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170602-783475,2017-06-02 23:35:19 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170602-974778,2017-06-02 21:42:11 +0000 UTC,120000,120000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170602-961588,2017-06-02 13:48:47 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170602-961588,2017-06-02 13:48:47 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170602-065668,2017-06-02 13:16:02 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170602-021351,2017-06-02 13:15:16 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170602-658154,2017-06-02 05:20:34 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170601-090248,2017-06-01 18:05:26 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170601-583352,2017-06-01 09:05:02 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170601-021186,2017-06-01 07:36:33 +0000 UTC,130000,130000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170601-021186,2017-06-01 07:36:33 +0000 UTC,115000,115000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170601-574445,2017-06-01 05:28:41 +0000 UTC,115000,115000,"Deklia Plain Casual Blouse (M,Navy)",SSI-D00864661-MM-NAV
1,Pesanan ID-20170601-511382,2017-06-01 04:32:23 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170601-164713,2017-06-01 02:35:43 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170601-616006,2017-06-01 00:15:58 +0000 UTC,125000,125000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170601-616006,2017-06-01 00:15:58 +0000 UTC,125000,125000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
1,Pesanan ID-20170531-233503,2017-05-31 13:29:12 +0000 UTC,110000,110000,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",SSI-D01037807-X3-BWH
